Id,LotFrontage,LotArea,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,PoolArea,Fence,SaleType,SaleCondition,SalePrice
763,72,8640,Reg,2Story,7,5,2009,2009,0,756,Y,764,783,1547,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,169,45,0,NA,Con,Normal,215200
764,82,9430,Reg,2Story,8,5,1999,1999,673,1252,Y,1268,1097,2365,1,2,1,3,1,Gd,Typ,1,Attchd,3,TA,0,128,0,NA,WD,Normal,337000
765,30,9549,IR1,1Story,8,5,1995,1996,0,1494,Y,1494,0,1494,1,1,1,2,1,Ex,Typ,1,Attchd,2,TA,0,30,0,NA,WD,Normal,270000
766,75,14587,IR1,1Story,9,5,2008,2008,284,1498,Y,1506,0,1506,0,2,0,2,1,Ex,Typ,1,Attchd,2,TA,0,174,0,NA,New,Partial,264132
767,80,10421,Reg,2Story,7,5,1988,1988,42,980,Y,980,734,1714,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,228,66,0,MnPrv,WD,Normal,196500
768,75,12508,IR1,1.5Fin,6,7,1940,1985,0,983,Y,983,767,1750,1,2,0,4,1,TA,Mod,0,Attchd,1,TA,245,0,0,NA,WD,Normal,160000
769,70,9100,Reg,1Story,7,5,2004,2005,0,1860,Y,1836,0,1836,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,120,33,0,NA,WD,Normal,216837
770,47,53504,IR2,2Story,8,5,2003,2003,603,1650,Y,1690,1589,3279,1,3,1,4,1,Ex,Mod,1,BuiltIn,3,TA,503,36,0,NA,WD,Normal,538000
771,NA,7252,IR1,SFoyer,5,5,1982,1982,0,858,Y,858,0,858,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,120,0,0,NA,WD,Normal,134900
772,67,8877,Reg,1Story,4,5,1951,1951,0,836,Y,1220,0,1220,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,COD,Normal,102000
773,94,7819,Reg,SLvl,6,5,1976,1976,0,1029,Y,1117,0,1117,1,1,0,3,1,TA,Typ,1,Detchd,2,TA,144,0,0,MnPrv,WD,Abnorml,107000
774,70,10150,Reg,1Story,5,5,1958,1958,1,912,Y,912,0,912,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,COD,Normal,114500
775,110,14226,Reg,1Story,8,5,2006,2006,375,1935,Y,1973,0,1973,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,315,45,0,NA,New,Partial,395000
776,32,4500,Reg,1Story,6,5,1998,1998,320,1204,Y,1204,0,1204,1,2,0,2,1,TA,Typ,0,Attchd,2,TA,0,247,0,NA,WD,Normal,162000
777,86,11210,IR1,1Story,7,5,2005,2006,240,1614,Y,1614,0,1614,0,2,0,3,1,Gd,Typ,0,Attchd,3,TA,144,59,0,NA,New,Partial,221500
778,100,13350,IR1,1Story,5,5,1974,1974,0,864,Y,894,0,894,1,1,0,3,1,TA,Typ,1,Attchd,2,TA,241,0,0,MnPrv,WD,Normal,142500
779,60,8400,Reg,1Story,5,5,1977,1977,320,0,Y,2020,0,2020,0,2,0,4,2,TA,Typ,2,Detchd,2,TA,0,0,0,NA,WD,Normal,144000
780,78,10530,Reg,SFoyer,6,5,1977,1977,90,975,Y,1004,0,1004,1,1,0,2,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,135000
781,63,7875,Reg,1Story,7,5,1995,1996,38,1237,Y,1253,0,1253,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,220,21,0,NA,WD,Normal,176000
782,65,7153,Reg,2Story,6,5,1992,1992,0,761,Y,810,793,1603,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,124,0,NA,WD,Normal,175900
783,67,16285,IR2,1Story,7,5,2001,2002,0,1413,Y,1430,0,1430,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,33,0,NA,WD,Normal,187100
784,NA,9101,IR1,SFoyer,5,6,1978,1978,104,1097,Y,1110,0,1110,1,1,0,1,1,Gd,Typ,1,Attchd,2,TA,303,30,0,NA,WD,Normal,165500
785,35,6300,Reg,2.5Unf,6,6,1914,2001,0,742,Y,742,742,1484,0,2,0,3,1,TA,Typ,1,NA,0,NA,0,291,0,NA,WD,Normal,128000
786,NA,9790,Reg,1Story,6,5,1967,1967,0,1372,Y,1342,0,1342,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,161500
787,60,10800,Reg,1.5Fin,5,6,1915,1950,0,686,Y,966,686,1652,1,2,0,4,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,139000
788,76,10142,IR1,2Story,7,5,2004,2004,0,956,Y,956,1128,2084,1,2,1,4,1,Gd,Typ,0,BuiltIn,2,TA,0,45,0,NA,WD,Normal,233000
789,50,6000,Reg,1Story,4,7,1954,2000,0,901,Y,901,0,901,0,1,0,2,1,TA,Typ,0,Detchd,1,Fa,0,0,0,NA,WD,Normal,107900
790,NA,12205,IR1,2Story,6,8,1966,2007,157,832,Y,976,1111,2087,0,2,1,5,1,Gd,Typ,0,Attchd,2,TA,133,168,0,NA,WD,Normal,187500
791,43,3182,Reg,1Story,7,5,2005,2006,11,1145,Y,1145,0,1145,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,100,16,0,NA,WD,Normal,160200
792,NA,11333,IR1,SLvl,6,5,1976,1976,0,1029,Y,1062,0,1062,1,1,0,3,1,TA,Typ,2,Attchd,2,TA,120,0,0,NA,WD,Normal,146800
793,92,9920,IR1,2Story,7,5,1996,1997,0,1117,Y,1127,886,2013,1,2,1,3,1,TA,Typ,1,Attchd,2,TA,180,130,0,NA,WD,Normal,269790
794,76,9158,Reg,1Story,8,5,2007,2007,140,1496,Y,1496,0,1496,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,168,130,0,NA,New,Partial,225000
795,NA,10832,IR1,2Story,7,5,1994,1996,0,712,Y,1086,809,1895,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,143,46,0,NA,WD,Normal,194500
796,70,8400,Reg,2Story,6,6,1980,1981,130,650,Y,888,676,1564,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,50,0,MnPrv,WD,Normal,171000
797,71,8197,Reg,1Story,6,5,1977,1977,148,660,Y,1285,0,1285,0,1,1,3,1,TA,Typ,1,Attchd,2,TA,138,0,0,MnPrv,WD,Normal,143500
798,57,7677,Reg,1Story,5,5,1953,1953,0,773,Y,773,0,773,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Abnorml,110000
799,104,13518,Reg,2Story,9,5,2008,2009,860,1926,Y,1966,1174,3140,0,3,1,4,1,Ex,Typ,2,BuiltIn,3,TA,144,78,0,NA,New,Partial,485000
800,60,7200,Reg,1.5Fin,5,7,1937,1950,252,731,Y,981,787,1768,1,1,1,3,1,Gd,Typ,2,Detchd,1,TA,0,0,0,MnPrv,WD,Normal,175000
801,79,12798,IR1,2Story,6,5,1997,1997,0,616,Y,616,1072,1688,1,2,1,4,1,Gd,Typ,0,Attchd,2,TA,403,114,0,NA,WD,Normal,200000
802,40,4800,Reg,1Story,4,7,1916,1990,0,1196,Y,1196,0,1196,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,109900
803,63,8199,Reg,2Story,7,5,2005,2005,0,728,Y,728,728,1456,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,36,18,0,NA,WD,Normal,189000
804,107,13891,Reg,2Story,9,5,2008,2009,424,1734,Y,1734,1088,2822,0,3,1,4,1,Ex,Typ,1,BuiltIn,3,TA,52,170,0,NA,New,Partial,582933
805,75,9000,Reg,1Story,5,5,1954,1954,0,936,Y,1128,0,1128,0,1,0,2,1,TA,Min1,0,Attchd,1,TA,0,0,0,GdWo,WD,Family,118000
806,91,12274,IR1,1Story,7,5,2008,2008,256,1417,Y,1428,0,1428,0,2,0,3,1,Ex,Typ,0,Attchd,2,TA,0,60,0,NA,New,Partial,227680
807,75,9750,Reg,SLvl,5,5,1967,1967,0,980,Y,980,0,980,0,2,0,3,1,TA,Typ,0,Attchd,1,TA,68,0,0,NA,WD,Normal,135500
808,144,21384,Reg,2Story,5,6,1923,2004,0,1324,Y,1072,504,1576,2,1,1,3,1,Gd,Typ,1,Attchd,2,TA,0,312,0,NA,WD,Normal,223500
809,85,13400,Reg,SLvl,5,5,1966,1966,1047,1024,Y,1086,0,1086,1,1,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,GdWo,WD,Normal,159950
810,90,8100,Reg,2.5Unf,5,5,1898,1965,0,849,N,1075,1063,2138,0,2,0,2,3,TA,Typ,0,Detchd,2,Fa,40,156,0,MnPrv,WD,Normal,106000
811,78,10140,Reg,1Story,6,6,1974,1999,99,1040,Y,1309,0,1309,1,1,1,3,1,Gd,Typ,1,Attchd,2,TA,265,0,648,GdPrv,WD,Normal,181000
812,NA,4438,Reg,1Story,6,5,2004,2004,169,848,Y,848,0,848,1,1,0,1,1,Gd,Typ,1,Attchd,2,TA,140,0,0,NA,ConLD,Normal,144500
813,66,8712,Reg,1Story,5,5,1952,1952,0,540,N,1044,0,1044,0,1,0,2,1,Fa,Typ,0,Basment,2,TA,0,0,0,NA,WD,Alloca,55993
814,75,9750,Reg,1Story,6,6,1958,1958,243,1442,Y,1442,0,1442,0,1,1,4,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,COD,Normal,157900
815,45,8248,Reg,1.5Fin,5,7,1918,1950,0,686,Y,686,564,1250,0,1,1,3,1,Fa,Typ,0,Detchd,1,TA,207,0,0,NA,WD,Normal,116000
816,48,12137,IR2,1Story,7,5,1998,1998,442,1649,Y,1661,0,1661,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,34,0,NA,WD,Normal,224900
817,NA,11425,IR1,1Story,5,6,1954,1954,0,1008,Y,1008,0,1008,0,1,0,2,1,TA,Typ,1,Attchd,1,TA,0,0,0,NA,WD,Normal,137000
818,NA,13265,IR1,1Story,8,5,2002,2002,148,1568,Y,1689,0,1689,1,2,0,3,1,Gd,Typ,2,Attchd,3,TA,150,59,0,NA,WD,Normal,271000
819,80,8816,Reg,SLvl,6,7,1971,1971,80,1010,Y,1052,0,1052,1,1,0,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,MnPrv,WD,Normal,155000
820,44,6371,IR1,1Story,7,5,2009,2010,128,1358,Y,1358,0,1358,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,192,35,0,NA,New,Partial,224000
821,72,7226,IR1,2Story,7,5,2003,2003,0,798,Y,798,842,1640,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,45,0,NA,WD,Normal,183000
822,60,6000,Reg,1Story,4,4,1953,1953,0,936,N,936,0,936,0,1,0,2,1,TA,Min2,0,Detchd,2,TA,0,32,0,NA,WD,Normal,93000
823,NA,12394,IR1,2Story,7,5,2003,2003,0,847,Y,847,886,1733,0,2,1,3,1,Gd,Typ,1,BuiltIn,2,TA,100,48,0,NA,WD,Family,225000
824,60,9900,Reg,1.5Fin,6,7,1940,1950,0,778,Y,944,545,1489,0,2,0,3,1,TA,Typ,1,Detchd,1,TA,335,0,0,GdWo,WD,Normal,139500
825,81,11216,Reg,1Story,8,5,2006,2006,0,1489,Y,1489,0,1489,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,0,140,0,NA,New,Partial,232600
826,114,14803,Reg,1Story,10,5,2007,2008,816,2078,Y,2084,0,2084,1,2,0,2,1,Ex,Typ,1,Attchd,3,TA,188,45,0,NA,New,Partial,385000
827,50,6130,Reg,1.5Unf,5,6,1924,1950,0,784,Y,784,0,784,1,1,0,2,1,Gd,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,109500
828,65,8529,IR1,1Story,7,5,2001,2001,0,1454,Y,1434,0,1434,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,290,39,0,NA,WD,Normal,189000
829,NA,28698,IR2,2Story,5,5,1967,1967,0,1013,Y,1160,966,2126,0,2,1,3,1,TA,Min2,0,Attchd,2,TA,486,0,0,NA,WD,Abnorml,185000
830,24,2544,Reg,2Story,7,5,2005,2005,0,600,Y,520,623,1223,0,2,1,2,1,Gd,Typ,0,Detchd,2,TA,0,166,0,NA,WD,Normal,147400
831,80,11900,IR1,1Story,6,5,1957,1957,387,1392,Y,1392,0,1392,1,1,1,3,1,TA,Typ,2,Attchd,2,TA,0,0,0,NA,WD,Normal,166000
832,30,3180,Reg,2Story,7,5,2005,2005,0,600,Y,520,600,1200,0,2,1,2,1,Gd,Typ,0,Detchd,2,TA,0,166,0,NA,WD,Normal,151000
833,44,9548,IR1,2Story,7,6,2003,2003,223,941,Y,941,888,1829,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,192,39,0,NA,WD,Normal,237000
834,100,10004,Reg,1Story,6,6,1964,1964,180,1516,Y,1516,0,1516,0,1,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,167000
835,75,7875,Reg,1Story,5,6,1961,1961,136,1144,Y,1144,0,1144,1,1,0,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,GdWo,WD,Normal,139950
836,60,9600,Reg,1Story,4,7,1950,1995,0,1067,Y,1067,0,1067,0,2,0,2,1,Gd,Min2,0,Attchd,2,TA,290,0,0,NA,WD,Normal,128000
837,90,8100,Reg,1Story,5,6,1948,1973,0,1559,Y,1559,0,1559,1,1,0,2,1,TA,Min2,0,Detchd,2,TA,0,116,0,GdWo,COD,Normal,153500
838,21,1680,Reg,2Story,6,5,1973,1973,158,483,Y,483,504,987,1,1,1,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,100000
839,75,9525,Reg,1Story,5,6,1995,2006,0,1099,Y,1099,0,1099,0,1,1,3,1,Gd,Typ,0,Attchd,1,TA,278,0,0,NA,WD,Normal,144000
840,70,11767,Reg,1.5Fin,5,6,1946,1995,0,768,Y,768,432,1200,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,130500
841,NA,12155,IR1,2Story,6,8,1925,1950,0,672,N,810,672,1482,0,2,0,4,1,Fa,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,140000
842,60,10440,Reg,2Story,5,8,1904,2002,0,650,Y,958,581,1539,0,2,0,3,1,Gd,Typ,1,Detchd,2,Gd,70,78,0,NA,WD,Normal,157500
843,82,9020,Reg,SLvl,6,7,1966,1966,183,1127,Y,1165,0,1165,1,1,1,3,1,TA,Typ,0,Attchd,2,Gd,0,129,0,GdPrv,WD,Normal,174900
844,80,8000,Reg,1Story,5,4,1961,1961,0,1800,N,1800,0,1800,0,2,0,6,2,TA,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,141000
845,100,12665,IR1,1.5Fin,5,8,1915,1950,0,876,Y,876,540,1416,0,1,1,4,1,TA,Typ,1,Detchd,3,TA,418,0,0,NA,WD,Normal,153900
846,NA,16647,IR1,SFoyer,5,5,1975,1981,0,1390,Y,1701,0,1701,1,2,0,3,1,TA,Min2,2,Basment,2,TA,0,0,0,NA,WD,Normal,171000
847,75,9317,Reg,2Story,7,5,1993,1993,137,740,Y,1006,769,1775,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,234,72,0,NA,WD,Normal,213000
848,36,15523,IR1,1Story,5,6,1972,1972,0,864,Y,864,0,864,1,1,0,3,1,TA,Typ,1,Attchd,1,TA,0,0,0,NA,WD,Normal,133500
849,75,45600,IR2,1.5Fin,6,8,1908,1997,0,907,Y,1307,1051,2358,0,3,0,5,1,TA,Typ,1,Detchd,2,Fa,486,40,0,NA,WD,Normal,240000
850,80,9600,Reg,SLvl,6,7,1976,1994,360,528,Y,1094,761,1855,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,113,100,0,NA,WD,Normal,187000
851,36,4435,Reg,1Story,6,5,2003,2003,170,848,Y,848,0,848,1,1,0,1,1,Gd,Typ,0,Attchd,2,TA,140,0,0,NA,WD,Normal,131500
852,NA,3196,Reg,1Story,8,5,2003,2003,40,1273,Y,1456,0,1456,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,143,20,0,NA,WD,Normal,215000
853,53,7128,Reg,2.5Unf,7,5,1941,1950,0,918,Y,918,728,1646,0,2,0,4,1,TA,Typ,2,Detchd,1,TA,0,0,0,MnPrv,WD,Normal,164000
854,NA,12095,IR1,SLvl,6,6,1964,1964,115,1127,Y,1445,0,1445,0,1,1,3,1,TA,Typ,1,Attchd,2,TA,180,0,0,MnPrv,WD,Normal,158000
855,102,17920,Reg,1Story,5,4,1955,1974,0,1763,Y,1779,0,1779,1,1,1,3,1,TA,Typ,1,Attchd,2,TA,0,418,0,NA,WD,Abnorml,170000
856,NA,6897,IR1,1Story,5,8,1962,2010,0,1040,Y,1040,0,1040,1,1,1,3,1,TA,Typ,0,Detchd,1,TA,0,104,0,NA,WD,Normal,127000
857,NA,10970,IR1,SLvl,6,6,1978,1978,0,940,Y,1026,0,1026,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,147000
858,65,8125,Reg,2Story,6,5,1994,1995,0,702,Y,702,779,1481,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,36,0,NA,WD,Normal,174000
859,80,10400,Reg,1Story,7,5,1976,1976,189,1090,Y,1370,0,1370,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,MnPrv,WD,Family,152000
860,NA,11029,IR1,2Story,6,7,1968,1984,220,1054,Y,1512,1142,2654,1,2,1,4,1,Gd,Typ,1,Attchd,2,TA,0,65,0,NA,WD,Normal,250000
861,55,7642,Reg,1.5Fin,7,8,1918,1998,0,912,Y,912,514,1426,0,1,1,3,1,Gd,Typ,1,Detchd,1,TA,0,240,0,GdPrv,WD,Normal,189950
862,75,11625,Reg,1Story,5,4,1965,1965,0,1039,Y,1039,0,1039,1,1,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,131500
863,81,9672,Reg,1Story,6,5,1984,1985,0,1040,Y,1097,0,1097,0,2,0,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,GdPrv,WD,Normal,152000
864,70,7931,Reg,1Story,5,5,1959,1959,0,1148,Y,1148,0,1148,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,GdPrv,WD,Normal,132500
865,72,8640,Reg,1Story,7,5,2007,2008,0,1372,Y,1372,0,1372,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,140,0,NA,New,Partial,250580
866,NA,8750,IR1,1Story,5,6,1970,1970,76,1002,Y,1002,0,1002,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,148500
867,67,10656,IR1,1Story,8,5,2006,2007,274,1638,Y,1646,0,1646,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,192,80,0,NA,New,Partial,248900
868,85,6970,Reg,1Story,4,5,1961,1961,0,1040,Y,1120,0,1120,1,1,1,3,1,Fa,Typ,0,Attchd,2,TA,168,0,0,NA,WD,Normal,129000
869,NA,14762,IR2,2Story,5,6,1948,1950,0,0,Y,1547,720,2320,0,2,0,2,1,TA,Typ,1,Attchd,2,TA,120,144,0,NA,WD,Normal,169000
870,80,9938,Reg,2Story,7,5,1993,1994,246,1050,Y,1062,887,1949,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,156,90,0,GdPrv,WD,Normal,236000
871,60,6600,Reg,1Story,5,5,1962,1962,0,894,N,894,0,894,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,109500
872,70,8750,Reg,2Story,6,5,1998,1998,116,804,Y,804,878,1682,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,77,0,NA,WD,Normal,200500
873,74,8892,Reg,1Story,5,7,1953,1996,0,105,Y,910,0,910,0,1,0,3,1,Gd,Typ,0,Attchd,2,TA,196,0,0,GdWo,WD,Normal,116000
874,60,12144,Reg,1Story,5,7,1949,1950,0,832,Y,1036,0,1268,0,1,0,3,1,TA,Typ,1,Attchd,1,TA,0,28,0,NA,WD,Normal,133000
875,52,5720,Reg,1.5Fin,5,6,1941,1950,0,676,Y,676,455,1131,0,1,1,3,1,TA,Typ,0,Detchd,1,TA,26,0,0,NA,WD,Abnorml,66500
876,75,9000,Reg,2Story,8,5,2007,2007,0,1184,Y,1184,1426,2610,0,2,1,4,1,Ex,Typ,1,BuiltIn,2,TA,208,364,0,NA,New,Partial,303477
877,94,25286,Reg,1Story,4,5,1963,1963,0,1064,Y,1040,0,1040,1,1,0,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,132250
878,74,8834,Reg,2Story,9,5,2004,2005,216,1462,Y,1462,762,2224,1,2,1,4,1,Ex,Typ,1,Attchd,3,TA,184,0,0,NA,WD,Normal,350000
879,88,11782,IR1,SFoyer,5,7,1961,1995,0,1109,Y,1155,0,1155,1,1,0,3,1,Gd,Min2,0,Detchd,2,TA,192,0,0,MnPrv,WD,Normal,148000
880,NA,7000,IR1,1Story,5,8,1978,2005,90,864,Y,864,0,864,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,GdWo,WD,Normal,136500
881,60,7024,Reg,1Story,5,5,2005,2006,0,1090,Y,1090,0,1090,1,1,1,2,1,TA,Typ,0,Attchd,2,TA,0,49,0,NA,WD,Normal,157000
882,44,13758,IR1,1.5Fin,7,5,1990,1991,117,1156,Y,1187,530,1717,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,168,36,0,NA,WD,Normal,187500
883,NA,9636,IR1,2Story,6,5,1992,1993,0,808,Y,808,785,1593,0,2,1,3,1,TA,Typ,1,BuiltIn,2,TA,342,40,0,MnPrv,WD,Normal,178000
884,60,6204,Reg,2.5Fin,4,5,1912,1950,0,795,N,954,795,2230,1,1,0,5,1,TA,Typ,0,Detchd,1,TA,0,188,0,NA,WD,Normal,118500
885,65,7150,Reg,1Story,5,5,1967,1967,60,892,Y,892,0,892,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,GdWo,WD,Normal,100000
886,50,5119,IR1,1Story,9,5,1999,2000,60,1698,Y,1709,0,1709,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,97,65,0,NA,CWD,Abnorml,328900
887,70,8393,Reg,1Story,5,5,1959,2005,122,1626,Y,1712,0,1712,0,2,0,4,2,TA,Typ,0,Attchd,2,TA,272,54,0,NA,WD,Family,145000
888,59,16466,IR1,1.5Fin,5,7,1955,1955,0,816,Y,872,521,1393,0,1,1,3,1,TA,Typ,0,Attchd,1,TA,121,0,0,NA,WD,Normal,135500
889,95,15865,IR1,1Story,8,6,1970,1970,0,2217,Y,2217,0,2217,1,2,0,4,1,Gd,Typ,1,Attchd,2,TA,81,207,0,NA,WD,Normal,268000
890,128,12160,Reg,1Story,6,4,1953,1953,90,1505,Y,1505,0,1505,1,1,0,2,1,TA,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,149500
891,60,8064,Reg,1.5Fin,5,7,1949,2006,0,672,Y,672,252,924,0,1,0,3,1,TA,Typ,1,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,122900
892,70,11184,Reg,2Story,6,5,1978,1978,92,918,Y,918,765,1683,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,243,0,0,NA,WD,Normal,172500
893,70,8414,Reg,1Story,6,8,1963,2003,0,1059,Y,1068,0,1068,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,192,0,0,MnPrv,WD,Normal,154500
894,NA,13284,Reg,1Story,5,5,1954,1954,0,1383,Y,1383,0,1383,1,1,0,3,1,TA,Typ,1,Attchd,1,TA,511,116,0,GdPrv,WD,Normal,165000
895,64,7018,Reg,1Story,5,5,1979,1979,0,0,Y,1535,0,1535,0,2,0,4,2,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Alloca,118858
896,71,7056,Reg,2Story,6,5,1963,1963,415,780,Y,983,813,1796,1,1,1,4,1,TA,Typ,1,Attchd,2,TA,0,50,0,NA,WD,Normal,140000
897,50,8765,Reg,1Story,4,6,1936,1950,0,951,N,951,0,951,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,28,0,NA,WD,Abnorml,106500
898,64,7018,Reg,2Story,5,5,1979,1979,0,0,Y,1120,1120,2240,0,2,0,6,2,TA,Typ,0,Detchd,2,TA,154,0,0,NA,WD,Alloca,142953
899,100,12919,IR1,1Story,9,5,2009,2010,760,2330,Y,2364,0,2364,1,2,1,2,1,Ex,Typ,2,Attchd,3,TA,0,67,0,NA,New,Partial,611657
900,65,6993,Reg,1Story,5,7,1961,1994,0,912,Y,1236,0,1236,0,1,0,3,1,TA,Typ,1,Attchd,1,TA,0,0,0,NA,WD,Normal,135000
901,NA,7340,IR1,1Story,4,6,1971,1971,0,858,Y,858,0,858,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,110000
902,64,8712,IR1,1Story,5,7,1957,2000,0,992,Y,1306,0,1306,1,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,153000
903,63,7875,Reg,2Story,7,5,2003,2003,0,783,Y,807,702,1509,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,0,75,0,NA,WD,Normal,180000
904,50,14859,IR1,1Story,7,5,2006,2006,27,1670,Y,1670,0,1670,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,144,60,0,NA,New,Partial,240000
905,NA,6173,IR1,1Story,5,6,1967,1967,75,876,Y,902,0,902,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,125500
906,80,9920,Reg,1Story,5,5,1954,1954,110,1056,Y,1063,0,1063,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,128000
907,116,13501,IR1,1Story,8,5,2006,2006,208,1623,Y,1636,0,1636,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,0,60,0,NA,WD,Normal,255000
908,86,11500,IR1,1.5Fin,7,7,1936,1987,0,1017,Y,1020,1037,2057,0,1,1,3,1,Gd,Typ,1,Attchd,1,Fa,0,0,0,NA,WD,Normal,250000
909,NA,8885,IR1,1Story,5,5,1983,1983,0,864,Y,902,0,902,1,1,0,2,1,TA,Typ,0,Attchd,2,TA,164,0,0,MnPrv,WD,Normal,131000
910,149,12589,IR2,2Story,6,5,2005,2005,0,742,Y,742,742,1484,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,36,24,0,NA,WD,Normal,174000
911,80,11600,Reg,2Story,5,5,1960,1960,361,1105,Y,1105,1169,2274,0,2,0,5,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,154300
912,NA,9286,IR1,1Story,5,7,1977,1989,0,1268,Y,1268,0,1268,0,1,1,3,1,Gd,Typ,0,Detchd,1,TA,173,0,0,NA,WD,Normal,143500
913,51,6120,Reg,1Story,5,7,1925,1950,0,768,N,1015,0,1015,0,1,0,3,1,TA,Min1,0,Detchd,1,TA,0,0,0,MnPrv,WD,Abnorml,88000
914,82,6270,Reg,2Story,5,6,1949,1950,0,1001,N,1001,1001,2002,0,2,0,4,2,TA,Typ,0,2Types,3,TA,0,0,0,NA,WD,Normal,145000
915,30,3000,Reg,2Story,6,5,2009,2009,76,612,Y,612,612,1224,0,2,1,2,1,Gd,Typ,0,Detchd,2,TA,0,234,0,NA,New,Partial,173733
