Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
504,20,RL,100,15602,IR1,Inside,Crawfor,1Story,7,8,1959,1997,Gable,BrkFace,Wd Sdng,None,0,TA,CBlock,TA,No,ALQ,1247,254,1501,TA,Unf,0
505,160,RL,24,2308,Reg,Inside,NPkVill,2Story,6,5,1974,1974,Gable,Plywood,Brk Cmn,None,0,TA,CBlock,TA,No,ALQ,257,103,855,TA,Rec,495
506,90,RM,60,7596,Reg,Inside,OldTown,2Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,BrkFace,360,TA,CBlock,TA,No,Unf,0,960,960,Gd,Unf,0
507,60,RL,80,9554,IR1,Inside,SawyerW,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,125,Gd,PConc,Gd,No,GLQ,380,397,777,Ex,Unf,0
508,20,FV,75,7862,IR1,Inside,Somerst,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,27,1191,1218,Ex,Unf,0
509,70,RM,60,9600,Reg,Inside,OldTown,2Story,7,9,1928,2005,Gambrel,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Rec,141,548,689,Ex,Unf,0
510,20,RL,80,9600,Reg,Corner,NAmes,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,132,TA,CBlock,TA,No,ALQ,991,50,1041,Ex,Unf,0
511,20,RL,75,14559,Reg,Inside,NAmes,1Story,5,7,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,CBlock,TA,No,BLQ,650,178,1008,Ex,Rec,180
512,120,RL,40,6792,IR1,Inside,NridgHt,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94,Gd,PConc,Gd,No,Unf,0,1368,1368,Ex,Unf,0
513,20,RL,70,9100,Reg,Corner,NAmes,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,521,169,864,TA,LwQ,174
514,20,RL,71,9187,Reg,Corner,Mitchel,1Story,6,5,1983,1983,Gable,VinylSd,VinylSd,None,0,TA,PConc,TA,No,ALQ,336,748,1084,TA,Unf,0
515,45,RL,55,10594,Reg,Inside,Crawfor,1.5Unf,5,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,768,768,Fa,Unf,0
516,20,RL,94,12220,Reg,Inside,NridgHt,1Story,10,5,2009,2009,Hip,CemntBd,CmentBd,BrkFace,305,Ex,CBlock,Ex,No,GLQ,1436,570,2006,Ex,Unf,0
517,80,RL,NA,10448,IR1,Corner,NWAmes,SLvl,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,333,TA,CBlock,TA,No,Unf,0,689,689,TA,Unf,0
518,60,RL,79,10208,IR1,Inside,NoRidge,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,BrkFace,921,Gd,PConc,Gd,No,Unf,0,1264,1264,Ex,Unf,0
519,60,RL,NA,9531,IR1,CulDSac,CollgCr,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Mn,GLQ,706,88,794,Ex,Unf,0
520,70,RL,53,10918,Reg,Inside,Crawfor,2Story,7,9,1926,2004,Gambrel,MetalSd,MetalSd,None,0,Gd,BrkTil,Gd,No,Unf,0,1276,1276,Ex,Unf,0
521,190,RL,60,10800,Reg,Inside,OldTown,2Story,4,7,1900,2000,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,NA,NA,NA,0,0,0,TA,NA,0
522,20,RL,90,11988,IR1,Corner,NAmes,1Story,6,6,1957,1957,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Rec,777,467,1244,Ex,Unf,0
523,50,RM,50,5000,Reg,Corner,BrkSide,1.5Fin,6,7,1947,1950,Gable,CemntBd,CmentBd,None,0,TA,CBlock,TA,No,ALQ,399,605,1004,Ex,Unf,0
524,60,RL,130,40094,IR1,Inside,Edwards,2Story,10,5,2007,2008,Hip,CemntBd,CmentBd,Stone,762,Ex,PConc,Ex,Gd,GLQ,2260,878,3138,Ex,Unf,0
525,60,RL,95,11787,IR1,Inside,NoRidge,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,BrkFace,594,Gd,PConc,Gd,No,GLQ,719,660,1379,Ex,Unf,0
526,20,FV,62,7500,Reg,Inside,Somerst,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1257,1257,Ex,Unf,0
527,20,RL,70,13300,Reg,Inside,NAmes,1Story,5,7,1956,2000,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,Gd,No,Rec,377,551,928,TA,Unf,0
528,60,RL,67,14948,IR1,Inside,NridgHt,2Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,268,Ex,PConc,Ex,Av,GLQ,1330,122,1452,Ex,Unf,0
529,30,RL,58,9098,IR1,Inside,Edwards,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,Mn,ALQ,348,180,528,Ex,Unf,0
530,20,RL,NA,32668,IR1,CulDSac,Crawfor,1Story,6,3,1957,1975,Hip,Wd Sdng,Stone,NA,NA,Gd,PConc,TA,No,Rec,1219,816,2035,TA,Unf,0
531,80,RL,85,10200,Reg,Inside,Timber,SLvl,6,5,1988,1989,Gable,HdBoard,HdBoard,BrkFace,219,Gd,CBlock,Gd,Av,GLQ,783,678,1461,Ex,Unf,0
532,70,RM,60,6155,IR1,FR3,BrkSide,2Story,6,8,1920,1999,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Fa,Mn,Unf,0,611,611,Ex,Unf,0
533,20,RL,60,7200,Reg,Inside,NAmes,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,None,0,TA,Slab,NA,NA,NA,0,0,0,Ex,NA,0
534,20,RL,50,5000,Reg,Inside,BrkSide,1Story,1,3,1946,1950,Gable,VinylSd,VinylSd,None,0,Fa,Slab,NA,NA,NA,0,0,0,Fa,NA,0
535,60,RL,74,9056,IR1,Inside,Gilbert,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,Av,Unf,0,707,707,Ex,Unf,0
536,190,RL,70,7000,Reg,Inside,Edwards,2Story,5,7,1910,1991,Gable,MetalSd,MetalSd,None,0,TA,CBlock,Gd,Gd,GLQ,969,148,1117,TA,Unf,0
537,60,RL,57,8924,IR1,CulDSac,CollgCr,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,Unf,0,880,880,Ex,Unf,0
538,20,RL,NA,12735,IR1,FR2,NAmes,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,BLQ,600,264,864,TA,Unf,0
539,20,RL,NA,11553,IR1,Inside,Sawyer,1Story,5,5,1968,1968,Hip,Plywood,Plywood,BrkFace,188,TA,CBlock,TA,No,BLQ,673,378,1051,TA,Unf,0
540,20,RL,NA,11423,Reg,Inside,CollgCr,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,479,Gd,PConc,Gd,Av,GLQ,1358,223,1581,Ex,Unf,0
541,20,RL,85,14601,Reg,Inside,Timber,1Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,584,Ex,PConc,Ex,Av,GLQ,1260,578,1838,Ex,Unf,0
542,60,RL,NA,11000,Reg,FR2,NoRidge,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,72,Gd,PConc,Gd,No,Unf,0,969,969,Ex,Unf,0
543,20,RL,78,10140,Reg,Inside,NWAmes,1Story,7,5,1998,1999,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,LwQ,144,379,1650,Ex,GLQ,1127
544,120,RH,34,4058,Reg,Inside,NAmes,SFoyer,7,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,182,TA,PConc,Gd,Av,GLQ,584,0,723,Ex,LwQ,139
545,60,RL,58,17104,IR1,Inside,Gilbert,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,554,100,654,Ex,Unf,0
546,50,RL,NA,13837,IR1,Corner,NWAmes,1.5Fin,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,178,Gd,PConc,Gd,No,GLQ,1002,0,1204,Gd,LwQ,202
547,50,RL,70,8737,IR1,Inside,BrkSide,1.5Fin,6,7,1923,1950,Gable,BrkFace,Wd Sdng,None,0,TA,BrkTil,Gd,No,Rec,300,765,1065,Ex,Unf,0
548,85,RL,54,7244,Reg,Inside,Mitchel,SFoyer,5,7,1970,1970,Gable,VinylSd,VinylSd,None,0,TA,CBlock,Gd,Av,ALQ,619,149,768,Ex,Unf,0
549,20,RM,49,8235,IR1,Inside,OldTown,1Story,5,7,1955,1995,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,LwQ,180,0,825,TA,Rec,645
550,60,FV,75,9375,Reg,Inside,Somerst,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,912,912,Ex,Unf,0
551,120,RL,53,4043,Reg,Inside,NPkVill,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,No,ALQ,559,510,1069,TA,Unf,0
552,20,RM,50,6000,Reg,Inside,OldTown,1Story,5,6,1957,1957,Hip,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,Rec,308,620,928,Gd,Unf,0
553,20,RL,87,11146,IR1,Inside,NridgHt,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,250,Gd,PConc,Ex,Av,Unf,0,1709,1709,Ex,Unf,0
554,20,RL,67,8777,Reg,Inside,Edwards,1Story,4,5,1949,2003,Gable,VinylSd,VinylSd,None,0,TA,CBlock,NA,NA,NA,0,0,0,Ex,NA,0
555,60,RL,85,10625,Reg,Inside,NridgHt,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,292,Gd,PConc,Gd,No,GLQ,866,132,998,Ex,Unf,0
556,45,RM,58,6380,Reg,Inside,BrkSide,1.5Unf,5,6,1922,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Unf,0,993,993,TA,Unf,0
557,20,RL,69,14850,IR1,Inside,NAmes,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,895,197,1092,TA,Unf,0
558,50,C (all),60,11040,Reg,Inside,IDOTRR,1.5Fin,4,6,1920,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,637,0,637,Gd,Unf,0
559,60,RL,57,21872,IR2,FR2,Gilbert,2Story,7,5,1996,1997,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,Gd,GLQ,604,125,729,Ex,Unf,0
560,120,RL,NA,3196,Reg,Inside,Blmngtn,1Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,18,Gd,PConc,Gd,Gd,Unf,0,1374,1374,Ex,Unf,0
561,20,RL,NA,11341,IR1,Inside,Sawyer,1Story,5,6,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,180,TA,CBlock,Gd,No,ALQ,1302,90,1392,TA,Unf,0
562,20,RL,77,10010,Reg,Inside,Mitchel,1Story,5,5,1974,1975,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,Av,ALQ,1071,195,1389,Gd,LwQ,123
563,30,RL,63,13907,Reg,Inside,Edwards,1Story,5,6,1940,1969,Gable,WdShing,Wd Shng,None,0,TA,CBlock,TA,No,BLQ,290,706,996,Ex,Unf,0
564,50,RL,66,21780,Reg,Inside,Edwards,1.5Fin,6,7,1918,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Gd,Mn,Unf,0,1163,1163,Ex,Unf,0
565,60,RL,NA,13346,IR1,CulDSac,NoRidge,2Story,7,5,1992,2000,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,No,GLQ,728,367,1095,Ex,Unf,0
566,70,RL,66,6858,Reg,Corner,SWISU,2Story,6,4,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,Gd,No,Unf,0,806,806,TA,Unf,0
567,60,RL,77,11198,IR1,Inside,StoneBr,2Story,9,5,2005,2007,Hip,VinylSd,VinylSd,BrkFace,245,Gd,PConc,Gd,No,Unf,0,1122,1122,Ex,Unf,0
568,20,RL,70,10171,IR1,Inside,NridgHt,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,168,Gd,PConc,Gd,No,GLQ,2,1515,1517,Ex,Unf,0
569,50,RL,79,12327,IR1,Inside,SawyerW,1.5Fin,8,8,1983,2009,Gable,Wd Sdng,Wd Sdng,None,0,Gd,CBlock,Gd,Gd,GLQ,1441,55,1496,Ex,Unf,0
570,90,RL,NA,7032,IR1,Corner,NAmes,SFoyer,5,5,1979,1979,Gable,MetalSd,MetalSd,None,0,TA,CBlock,Gd,Gd,GLQ,943,0,943,TA,Unf,0
571,90,RL,74,13101,IR1,Inside,NAmes,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,108,TA,CBlock,TA,No,LwQ,231,1497,1728,TA,Unf,0
572,20,RL,60,7332,Reg,Inside,NAmes,1Story,6,6,1959,1959,Gable,WdShing,Wd Shng,BrkFace,207,TA,CBlock,TA,No,BLQ,414,450,864,Ex,Unf,0
573,60,RL,83,13159,IR1,Corner,Timber,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,PConc,Ex,Av,Unf,0,846,846,Gd,Unf,0
574,80,RL,76,9967,IR1,Inside,Gilbert,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,384,384,Ex,Unf,0
575,80,RL,70,10500,Reg,FR2,NAmes,SLvl,5,7,1971,2005,Gambrel,MetalSd,AsphShn,BrkFace,82,TA,CBlock,TA,Av,ALQ,349,23,372,TA,Unf,0
576,50,RL,80,8480,Reg,Inside,NAmes,1.5Fin,5,5,1947,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,442,390,832,TA,Unf,0
577,50,RL,52,6292,Reg,Inside,SWISU,1.5Fin,7,7,1928,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,861,861,Gd,Unf,0
578,80,RL,96,11777,IR1,Inside,Sawyer,SLvl,5,6,1966,1966,Gable,VinylSd,VinylSd,BrkFace,97,TA,CBlock,TA,Av,LwQ,328,285,1164,Ex,ALQ,551
579,160,FV,34,3604,Reg,Corner,Somerst,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,689,689,Ex,Unf,0
580,50,RM,81,12150,Reg,Inside,OldTown,1.5Fin,5,5,1954,1954,Gable,MetalSd,MetalSd,BrkFace,335,TA,BrkTil,TA,No,Unf,0,1050,1050,Ex,Unf,0
581,20,RL,NA,14585,IR1,CulDSac,NAmes,1Story,6,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,85,TA,CBlock,TA,No,BLQ,594,331,1144,Ex,Rec,219
582,20,RL,98,12704,Reg,Inside,NridgHt,1Story,8,5,2008,2009,Hip,VinylSd,VinylSd,BrkFace,306,Ex,PConc,Ex,No,Unf,0,2042,2042,Ex,Unf,0
583,90,RL,81,11841,Reg,Inside,Edwards,SFoyer,6,5,1990,1990,Gable,HdBoard,HdBoard,BrkFace,104,TA,CBlock,Gd,Av,GLQ,816,0,816,TA,Unf,0
584,75,RM,75,13500,Reg,Inside,OldTown,2.5Unf,10,9,1893,2000,Gable,Wd Sdng,Wd Sdng,None,0,Ex,BrkTil,TA,No,Unf,0,1237,1237,Gd,Unf,0
585,50,RM,51,6120,Reg,Inside,BrkSide,1.5Fin,4,7,1935,1995,Gable,AsbShng,AsbShng,None,0,TA,BrkTil,TA,No,Unf,0,884,884,Ex,Unf,0
586,20,RL,88,11443,Reg,Inside,Timber,1Story,8,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,208,Gd,PConc,Ex,Gd,GLQ,1460,408,1868,Ex,Unf,0
587,30,RL,55,10267,Reg,Inside,BrkSide,1Story,6,7,1918,2000,Gable,Stucco,Wd Shng,None,0,TA,BrkTil,TA,Mn,Rec,210,0,816,Ex,ALQ,606
588,85,RL,74,8740,IR1,Inside,Sawyer,SFoyer,5,6,1982,1982,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,Av,ALQ,672,168,840,TA,Unf,0
589,20,RL,65,25095,IR1,Inside,ClearCr,1Story,5,8,1968,2003,Flat,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,Gd,GLQ,1324,113,1437,Ex,Unf,0
590,40,RM,50,9100,Reg,Inside,BrkSide,1Story,5,6,1930,1960,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,Unf,0,742,742,TA,Unf,0
591,60,RL,64,8320,Reg,Inside,CollgCr,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,490,280,770,Ex,Unf,0
592,60,RL,97,13478,IR1,Corner,NridgHt,2Story,10,5,2008,2008,Gable,CemntBd,CmentBd,Stone,420,Ex,PConc,Ex,Gd,GLQ,1338,384,1722,Ex,Unf,0
593,20,RL,60,6600,Reg,Inside,Mitchel,1Story,5,8,1982,2003,Gable,HdBoard,HdBoard,None,0,TA,PConc,TA,No,GLQ,816,0,816,Ex,Unf,0
594,120,RM,NA,4435,Reg,Inside,CollgCr,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,PConc,Gd,Av,GLQ,685,163,848,Ex,Unf,0
595,20,RL,88,7990,IR1,Inside,CollgCr,1Story,5,6,1975,1975,Hip,HdBoard,HdBoard,None,0,TA,CBlock,Gd,No,Unf,0,924,924,TA,Unf,0
596,20,RL,69,11302,IR1,Inside,StoneBr,1Story,8,5,2005,2006,Gable,VinylSd,Other,BrkFace,238,Gd,PConc,Gd,Gd,GLQ,1422,392,1814,Ex,Unf,0
597,70,RM,60,3600,Reg,Inside,OldTown,2Story,6,7,1910,1993,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Unf,0,684,684,Ex,Unf,0
598,120,RL,53,3922,Reg,Inside,Blmngtn,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,72,Gd,PConc,Ex,Av,Unf,0,1258,1258,Ex,Unf,0
599,20,RL,80,12984,Reg,Inside,Crawfor,1Story,5,6,1977,1977,Gable,Plywood,Plywood,BrkFace,459,TA,CBlock,Gd,Mn,ALQ,1283,0,1430,Ex,LwQ,147
600,160,RM,24,1950,Reg,Inside,Blueste,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0,TA,CBlock,Gd,No,LwQ,81,23,716,TA,GLQ,612
601,60,RL,74,10927,Reg,Inside,NridgHt,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,280,Gd,PConc,Gd,Av,GLQ,546,512,1058,Ex,Unf,0
602,50,RM,50,9000,Reg,Inside,IDOTRR,1.5Fin,6,6,1937,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,No,Unf,0,780,780,TA,Unf,0
603,60,RL,80,10041,IR1,Inside,SawyerW,2Story,8,5,1992,1992,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,Mn,GLQ,789,119,908,Ex,Unf,0
604,160,FV,30,3182,Reg,Inside,Somerst,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,Unf,0,600,600,Ex,Unf,0
605,20,RL,88,12803,IR1,Inside,CollgCr,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,99,Gd,PConc,Gd,Mn,GLQ,922,572,1494,Ex,Unf,0
606,60,RL,85,13600,Reg,Inside,NAmes,2Story,7,6,1965,1990,Gable,HdBoard,HdBoard,BrkFace,176,TA,CBlock,TA,No,BLQ,454,314,768,TA,Unf,0
607,20,RL,82,12464,IR2,Corner,CollgCr,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,GLQ,732,308,1040,Gd,Unf,0
608,20,RL,78,7800,Reg,Inside,Edwards,2Story,5,8,1948,2002,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,GLQ,603,293,896,Ex,Unf,0
609,70,RL,78,12168,Reg,Inside,Crawfor,2Story,8,6,1934,1998,Gable,BrkFace,Wd Sdng,None,0,TA,PConc,Gd,Mn,BLQ,428,537,965,TA,Unf,0
610,20,RL,61,7943,Reg,Inside,Sawyer,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,BrkCmn,192,TA,CBlock,TA,Mn,Rec,903,126,1029,Gd,Unf,0
611,60,RL,NA,11050,Reg,Inside,CollgCr,2Story,9,5,2000,2000,Hip,VinylSd,VinylSd,BrkFace,204,Gd,PConc,Ex,Mn,GLQ,904,536,1440,Ex,Unf,0
612,80,RL,NA,10395,IR1,FR2,NWAmes,SLvl,6,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,233,TA,CBlock,Gd,Av,ALQ,605,427,1032,TA,Unf,0
613,60,RL,NA,11885,Reg,Inside,CollgCr,2Story,8,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,108,Gd,PConc,Gd,Av,GLQ,990,309,1299,Ex,Unf,0
614,20,RL,70,8402,Reg,Inside,Mitchel,1Story,5,5,2007,2007,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,ALQ,206,914,1120,Ex,Unf,0
615,180,RM,21,1491,Reg,Inside,MeadowV,SFoyer,4,6,1972,1972,Gable,CemntBd,CmentBd,None,0,TA,CBlock,Gd,Av,LwQ,150,0,630,Ex,GLQ,480
616,85,RL,80,8800,Reg,Inside,NAmes,SFoyer,6,7,1963,1963,Gable,MetalSd,MetalSd,BrkFace,156,TA,PConc,TA,Gd,GLQ,763,173,936,Ex,Unf,0
617,60,RL,NA,7861,IR1,Inside,Gilbert,2Story,6,5,2002,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,457,326,783,Ex,Unf,0
618,45,RL,59,7227,Reg,Corner,NAmes,1.5Unf,6,6,1954,1954,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,832,832,Gd,Unf,0
619,20,RL,90,11694,Reg,Inside,NridgHt,1Story,9,5,2007,2007,Hip,CemntBd,CmentBd,BrkFace,452,Ex,PConc,Ex,Av,GLQ,48,1774,1822,Ex,Unf,0
620,60,RL,85,12244,Reg,Inside,Timber,2Story,8,5,2003,2003,Hip,VinylSd,VinylSd,Stone,226,Gd,PConc,Gd,Gd,GLQ,871,611,1482,Ex,Unf,0
621,30,RL,45,8248,Reg,Inside,Edwards,1Story,3,3,1914,1950,Gable,Stucco,Stucco,None,0,TA,BrkTil,TA,No,BLQ,41,823,864,TA,Unf,0
622,60,RL,90,10800,Reg,Inside,NWAmes,2Story,6,7,1974,1997,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,956,384,1522,TA,Rec,182
623,20,RL,71,7064,Reg,Inside,Sawyer,1Story,5,6,1977,1977,Gable,Plywood,Plywood,BrkFace,153,TA,CBlock,TA,No,BLQ,560,420,980,TA,Unf,0
624,160,FV,NA,2117,Reg,Inside,Somerst,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,513,Gd,PConc,Gd,No,GLQ,420,336,756,Ex,Unf,0
625,60,RL,80,10400,Reg,Inside,NWAmes,2Story,6,5,1972,1972,Gable,VinylSd,VinylSd,None,288,TA,CBlock,TA,No,Rec,247,485,732,Gd,Unf,0
626,20,RL,87,10000,IR1,Corner,NAmes,1Story,6,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261,TA,CBlock,TA,No,Unf,0,1116,1116,TA,Unf,0
627,20,RL,NA,12342,IR1,Inside,NAmes,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,978,978,TA,Unf,0
628,80,RL,80,9600,Reg,Inside,NAmes,SLvl,6,6,1955,1972,Gable,AsbShng,AsbShng,BrkFace,164,TA,CBlock,TA,Av,BLQ,674,350,1156,Ex,LwQ,132
629,60,RL,70,11606,IR1,Inside,NAmes,2Story,5,5,1969,1969,Gable,Plywood,Plywood,BrkFace,192,TA,PConc,Gd,Av,Rec,650,390,1040,TA,Unf,0
630,80,RL,82,9020,Reg,Corner,NAmes,SLvl,6,5,1964,1964,Gable,Plywood,Wd Sdng,BrkFace,259,TA,CBlock,TA,Gd,GLQ,624,288,1248,TA,Rec,336
631,70,RM,50,9000,Reg,Corner,OldTown,2Story,5,6,1880,1991,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,Fa,No,Unf,0,636,636,TA,Unf,0
632,120,RL,34,4590,Reg,Inside,NridgHt,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,108,Gd,PConc,Gd,Mn,GLQ,24,1530,1554,Ex,Unf,0
633,20,RL,85,11900,Reg,Inside,NWAmes,1Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,209,TA,CBlock,TA,No,ALQ,822,564,1386,TA,Unf,0
634,20,RL,80,9250,Reg,Corner,NAmes,1Story,5,7,1954,2005,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,BLQ,480,108,1056,TA,LwQ,468
635,90,RL,64,6979,Reg,Inside,OldTown,SFoyer,6,5,1980,1980,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,No,GLQ,1056,0,1056,Gd,Unf,0
636,190,RH,60,10896,Reg,Inside,SWISU,2.5Fin,6,7,1914,1995,Hip,VinylSd,VinylSd,None,0,Fa,CBlock,TA,No,LwQ,256,1184,1440,Ex,Unf,0
637,30,RM,51,6120,Reg,Inside,BrkSide,1Story,2,3,1936,1950,Gable,AsbShng,AsbShng,None,0,Fa,BrkTil,TA,No,Unf,0,264,264,Fa,Unf,0
638,190,RM,50,6000,Reg,Inside,OldTown,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,811,811,TA,Unf,0
639,30,RL,67,8777,Reg,Inside,Edwards,1Story,5,7,1910,1950,Gable,MetalSd,Wd Sdng,None,0,TA,CBlock,Fa,No,Unf,0,796,796,Gd,Unf,0
640,120,RL,53,3982,Reg,Inside,Blmngtn,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,1154,366,1520,Ex,Unf,0
641,120,RL,62,12677,IR1,Inside,NridgHt,1Story,8,5,2003,2004,Hip,MetalSd,MetalSd,BrkFace,472,Ex,PConc,Ex,Gd,GLQ,1218,300,1518,Ex,Unf,0
642,60,FV,NA,7050,Reg,Inside,Somerst,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,738,319,1057,Ex,Unf,0
643,80,RL,75,13860,Reg,Inside,NAmes,SLvl,8,7,1972,1995,Gable,Plywood,Wd Sdng,None,0,Gd,CBlock,Gd,Gd,GLQ,1410,542,1952,Gd,Unf,0
644,60,RL,80,10793,Reg,Inside,NWAmes,2Story,5,5,1969,1969,Mansard,WdShing,HdBoard,BrkFace,263,TA,CBlock,TA,No,Rec,493,0,780,Ex,BLQ,287
